"Notes"	"Region"	"Region Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Census Region 3: South"	"CENS-R3"	"May 08, 2009"	"2009/05/08"	82.30	63.83	91.54
	"Census Region 3: South"	"CENS-R3"	"May 09, 2009"	"2009/05/09"	78.77	60.88	93.75
	"Census Region 3: South"	"CENS-R3"	"May 10, 2009"	"2009/05/10"	76.39	58.49	93.84
	"Census Region 3: South"	"CENS-R3"	"May 11, 2009"	"2009/05/11"	74.72	57.30	91.83
	"Census Region 3: South"	"CENS-R3"	"May 12, 2009"	"2009/05/12"	77.03	58.32	90.61
	"Census Region 3: South"	"CENS-R3"	"May 13, 2009"	"2009/05/13"	77.23	60.46	92.14
	"Census Region 3: South"	"CENS-R3"	"May 14, 2009"	"2009/05/14"	82.07	63.59	92.10
	"Census Region 3: South"	"CENS-R3"	"May 15, 2009"	"2009/05/15"	81.83	66.26	93.21
	"Census Region 3: South"	"CENS-R3"	"May 16, 2009"	"2009/05/16"	78.35	62.93	86.76
	"Census Region 3: South"	"CENS-R3"	"May 17, 2009"	"2009/05/17"	69.15	49.88	84.81
	"Census Region 3: South"	"CENS-R3"	"May 18, 2009"	"2009/05/18"	66.83	46.15	Missing
	"Census Region 3: South"	"CENS-R3"	"May 19, 2009"	"2009/05/19"	71.71	44.99	Missing
	"Census Region 3: South"	"CENS-R3"	"May 20, 2009"	"2009/05/20"	77.95	47.89	82.55
	"Census Region 3: South"	"CENS-R3"	"May 21, 2009"	"2009/05/21"	81.04	59.81	85.29
	"Census Region 3: South"	"CENS-R3"	"May 22, 2009"	"2009/05/22"	79.74	63.92	83.28
	"Census Region 3: South"	"CENS-R3"	"May 23, 2009"	"2009/05/23"	81.27	66.46	84.40
	"Census Region 3: South"	"CENS-R3"	"May 24, 2009"	"2009/05/24"	78.74	67.43	85.07
	"Census Region 3: South"	"CENS-R3"	"May 25, 2009"	"2009/05/25"	79.23	66.78	86.93
	"Census Region 3: South"	"CENS-R3"	"May 26, 2009"	"2009/05/26"	82.13	66.61	96.02
	"Census Region 3: South"	"CENS-R3"	"May 27, 2009"	"2009/05/27"	82.08	67.59	93.99
	"Census Region 3: South"	"CENS-R3"	"May 28, 2009"	"2009/05/28"	80.63	63.74	89.63
	"Census Region 3: South"	"CENS-R3"	"May 29, 2009"	"2009/05/29"	79.38	59.97	86.95
	"Census Region 3: South"	"CENS-R3"	"May 30, 2009"	"2009/05/30"	82.76	60.01	87.45
	"Census Region 3: South"	"CENS-R3"	"May 31, 2009"	"2009/05/31"	83.78	62.82	89.44
	"Census Region 3: South"	"CENS-R3"	"Jun 01, 2009"	"2009/06/01"	86.05	61.12	90.84
	"Census Region 3: South"	"CENS-R3"	"Jun 02, 2009"	"2009/06/02"	87.99	65.71	92.03
	"Census Region 3: South"	"CENS-R3"	"Jun 03, 2009"	"2009/06/03"	82.33	66.80	90.77
	"Census Region 3: South"	"CENS-R3"	"Jun 04, 2009"	"2009/06/04"	74.84	64.05	86.35
	"Census Region 3: South"	"CENS-R3"	"Jun 05, 2009"	"2009/06/05"	76.36	60.45	84.07
	"Census Region 3: South"	"CENS-R3"	"Jun 06, 2009"	"2009/06/06"	81.13	57.72	87.33
	"Census Region 3: South"	"CENS-R3"	"Jun 07, 2009"	"2009/06/07"	86.16	60.55	89.22
	"Census Region 3: South"	"CENS-R3"	"Jun 08, 2009"	"2009/06/08"	86.90	66.17	91.52
	"Census Region 3: South"	"CENS-R3"	"Jun 09, 2009"	"2009/06/09"	87.65	68.09	95.17
	"Census Region 3: South"	"CENS-R3"	"Jun 10, 2009"	"2009/06/10"	85.75	69.44	97.35
	"Census Region 3: South"	"CENS-R3"	"Jun 11, 2009"	"2009/06/11"	84.96	68.53	100.42
	"Census Region 3: South"	"CENS-R3"	"Jun 12, 2009"	"2009/06/12"	85.62	68.32	96.01
	"Census Region 3: South"	"CENS-R3"	"Jun 13, 2009"	"2009/06/13"	87.03	68.80	97.80
	"Census Region 3: South"	"CENS-R3"	"Jun 14, 2009"	"2009/06/14"	87.06	69.59	96.39
	"Census Region 3: South"	"CENS-R3"	"Jun 15, 2009"	"2009/06/15"	87.30	67.98	97.80
	"Census Region 3: South"	"CENS-R3"	"Jun 16, 2009"	"2009/06/16"	87.88	68.09	98.48
	"Census Region 3: South"	"CENS-R3"	"Jun 17, 2009"	"2009/06/17"	87.29	69.01	97.85
	"Census Region 3: South"	"CENS-R3"	"Jun 18, 2009"	"2009/06/18"	89.51	70.23	99.31
	"Census Region 3: South"	"CENS-R3"	"Jun 19, 2009"	"2009/06/19"	93.62	71.14	105.35
	"Census Region 3: South"	"CENS-R3"	"Jun 20, 2009"	"2009/06/20"	93.11	72.71	102.94
	"Census Region 3: South"	"CENS-R3"	"Jun 21, 2009"	"2009/06/21"	91.65	72.56	101.85
	"Census Region 3: South"	"CENS-R3"	"Jun 22, 2009"	"2009/06/22"	90.32	71.76	99.87
	"Census Region 3: South"	"CENS-R3"	"Jun 23, 2009"	"2009/06/23"	92.76	72.32	103.34
	"Census Region 3: South"	"CENS-R3"	"Jun 24, 2009"	"2009/06/24"	92.26	73.02	101.33
	"Census Region 3: South"	"CENS-R3"	"Jun 25, 2009"	"2009/06/25"	92.36	73.12	99.99
	"Census Region 3: South"	"CENS-R3"	"Jun 26, 2009"	"2009/06/26"	93.33	74.18	103.77
	"Census Region 3: South"	"CENS-R3"	"Jun 27, 2009"	"2009/06/27"	93.73	76.10	103.44
	"Census Region 3: South"	"CENS-R3"	"Jun 28, 2009"	"2009/06/28"	91.12	71.57	100.45
	"Census Region 3: South"	"CENS-R3"	"Jun 29, 2009"	"2009/06/29"	89.48	68.30	95.86
	"Census Region 3: South"	"CENS-R3"	"Jun 30, 2009"	"2009/06/30"	87.92	65.84	95.93
	"Census Region 3: South"	"CENS-R3"	"Jul 01, 2009"	"2009/07/01"	87.63	68.25	101.80
	"Census Region 3: South"	"CENS-R3"	"Jul 02, 2009"	"2009/07/02"	87.51	68.04	103.00
	"Census Region 3: South"	"CENS-R3"	"Jul 03, 2009"	"2009/07/03"	87.72	68.56	106.51
	"Census Region 3: South"	"CENS-R3"	"Jul 04, 2009"	"2009/07/04"	88.40	68.18	103.71
	"Census Region 3: South"	"CENS-R3"	"Jul 05, 2009"	"2009/07/05"	87.74	70.23	107.22
	"Census Region 3: South"	"CENS-R3"	"Jul 06, 2009"	"2009/07/06"	87.24	71.83	93.12
	"Census Region 3: South"	"CENS-R3"	"Jul 07, 2009"	"2009/07/07"	87.46	69.88	91.72
	"Census Region 3: South"	"CENS-R3"	"Jul 08, 2009"	"2009/07/08"	87.76	68.57	94.56
	"Census Region 3: South"	"CENS-R3"	"Jul 09, 2009"	"2009/07/09"	89.83	67.88	97.80
	"Census Region 3: South"	"CENS-R3"	"Jul 10, 2009"	"2009/07/10"	91.33	71.25	98.26
	"Census Region 3: South"	"CENS-R3"	"Jul 11, 2009"	"2009/07/11"	90.25	71.08	97.05
	"Census Region 3: South"	"CENS-R3"	"Jul 12, 2009"	"2009/07/12"	92.02	72.31	97.69
	"Census Region 3: South"	"CENS-R3"	"Jul 13, 2009"	"2009/07/13"	91.64	70.53	97.90
	"Census Region 3: South"	"CENS-R3"	"Jul 14, 2009"	"2009/07/14"	91.80	68.32	98.09
	"Census Region 3: South"	"CENS-R3"	"Jul 15, 2009"	"2009/07/15"	92.82	69.75	100.31
	"Census Region 3: South"	"CENS-R3"	"Jul 16, 2009"	"2009/07/16"	93.25	73.35	100.19
	"Census Region 3: South"	"CENS-R3"	"Jul 17, 2009"	"2009/07/17"	87.95	67.11	101.09
	"Census Region 3: South"	"CENS-R3"	"Jul 18, 2009"	"2009/07/18"	82.74	64.51	97.20
	"Census Region 3: South"	"CENS-R3"	"Jul 19, 2009"	"2009/07/19"	83.77	62.85	93.36
	"Census Region 3: South"	"CENS-R3"	"Jul 20, 2009"	"2009/07/20"	85.67	65.52	96.07
	"Census Region 3: South"	"CENS-R3"	"Jul 21, 2009"	"2009/07/21"	88.03	67.69	91.70
	"Census Region 3: South"	"CENS-R3"	"Jul 22, 2009"	"2009/07/22"	86.01	70.72	98.71
	"Census Region 3: South"	"CENS-R3"	"Jul 23, 2009"	"2009/07/23"	88.47	70.56	96.23
	"Census Region 3: South"	"CENS-R3"	"Jul 24, 2009"	"2009/07/24"	89.33	69.44	94.31
	"Census Region 3: South"	"CENS-R3"	"Jul 25, 2009"	"2009/07/25"	91.63	70.04	96.34
	"Census Region 3: South"	"CENS-R3"	"Jul 26, 2009"	"2009/07/26"	91.06	72.37	97.31
	"Census Region 3: South"	"CENS-R3"	"Jul 27, 2009"	"2009/07/27"	89.37	72.75	94.33
	"Census Region 3: South"	"CENS-R3"	"Jul 28, 2009"	"2009/07/28"	88.92	72.41	95.30
	"Census Region 3: South"	"CENS-R3"	"Jul 29, 2009"	"2009/07/29"	88.98	72.95	98.67
	"Census Region 3: South"	"CENS-R3"	"Jul 30, 2009"	"2009/07/30"	88.77	72.47	100.79
	"Census Region 3: South"	"CENS-R3"	"Jul 31, 2009"	"2009/07/31"	89.54	73.70	97.70
	"Census Region 3: South"	"CENS-R3"	"Aug 01, 2009"	"2009/08/01"	90.85	72.74	95.85
	"Census Region 3: South"	"CENS-R3"	"Aug 02, 2009"	"2009/08/02"	89.15	71.75	94.12
	"Census Region 3: South"	"CENS-R3"	"Aug 03, 2009"	"2009/08/03"	92.57	69.23	95.50
	"Census Region 3: South"	"CENS-R3"	"Aug 04, 2009"	"2009/08/04"	93.04	70.31	98.03
	"Census Region 3: South"	"CENS-R3"	"Aug 05, 2009"	"2009/08/05"	93.07	71.70	97.33
	"Census Region 3: South"	"CENS-R3"	"Aug 06, 2009"	"2009/08/06"	90.36	73.06	96.05
	"Census Region 3: South"	"CENS-R3"	"Aug 07, 2009"	"2009/08/07"	90.79	70.43	96.10
	"Census Region 3: South"	"CENS-R3"	"Aug 08, 2009"	"2009/08/08"	91.44	71.26	99.35
	"Census Region 3: South"	"CENS-R3"	"Aug 09, 2009"	"2009/08/09"	93.67	74.35	101.92
	"Census Region 3: South"	"CENS-R3"	"Aug 10, 2009"	"2009/08/10"	93.71	75.07	101.99
	"Census Region 3: South"	"CENS-R3"	"Aug 11, 2009"	"2009/08/11"	91.96	74.91	99.59
	"Census Region 3: South"	"CENS-R3"	"Aug 12, 2009"	"2009/08/12"	89.32	74.94	94.47
	"Census Region 3: South"	"CENS-R3"	"Aug 13, 2009"	"2009/08/13"	91.74	71.05	95.43
	"Census Region 3: South"	"CENS-R3"	"Aug 14, 2009"	"2009/08/14"	92.51	69.77	98.34
	"Census Region 3: South"	"CENS-R3"	"Aug 15, 2009"	"2009/08/15"	90.48	73.54	97.93
	"Census Region 3: South"	"CENS-R3"	"Aug 16, 2009"	"2009/08/16"	91.02	72.27	97.98
	"Census Region 3: South"	"CENS-R3"	"Aug 17, 2009"	"2009/08/17"	90.24	74.83	96.31
	"Census Region 3: South"	"CENS-R3"	"Aug 18, 2009"	"2009/08/18"	89.85	73.30	96.72
	"Census Region 3: South"	"CENS-R3"	"Aug 19, 2009"	"2009/08/19"	88.71	73.59	98.55
	"Census Region 3: South"	"CENS-R3"	"Aug 20, 2009"	"2009/08/20"	91.22	72.60	98.22
	"Census Region 3: South"	"CENS-R3"	"Aug 21, 2009"	"2009/08/21"	89.17	71.32	97.15
	"Census Region 3: South"	"CENS-R3"	"Aug 22, 2009"	"2009/08/22"	85.96	66.89	97.96
	"Census Region 3: South"	"CENS-R3"	"Aug 23, 2009"	"2009/08/23"	83.32	62.69	91.53
	"Census Region 3: South"	"CENS-R3"	"Aug 24, 2009"	"2009/08/24"	85.97	62.91	92.22
	"Census Region 3: South"	"CENS-R3"	"Aug 25, 2009"	"2009/08/25"	89.32	63.74	92.33
	"Census Region 3: South"	"CENS-R3"	"Aug 26, 2009"	"2009/08/26"	90.45	69.47	94.45
	"Census Region 3: South"	"CENS-R3"	"Aug 27, 2009"	"2009/08/27"	89.66	70.37	94.07
	"Census Region 3: South"	"CENS-R3"	"Aug 28, 2009"	"2009/08/28"	85.23	72.66	94.39
	"Census Region 3: South"	"CENS-R3"	"Aug 29, 2009"	"2009/08/29"	87.19	70.60	92.15
	"Census Region 3: South"	"CENS-R3"	"Aug 30, 2009"	"2009/08/30"	83.14	66.90	96.01
	"Census Region 3: South"	"CENS-R3"	"Aug 31, 2009"	"2009/08/31"	79.85	64.56	90.55
	"Census Region 3: South"	"CENS-R3"	"Sep 01, 2009"	"2009/09/01"	81.02	60.22	88.09
	"Census Region 3: South"	"CENS-R3"	"Sep 02, 2009"	"2009/09/02"	84.09	58.15	89.97
	"Census Region 3: South"	"CENS-R3"	"Sep 03, 2009"	"2009/09/03"	85.87	61.29	96.16
	"Census Region 3: South"	"CENS-R3"	"Sep 04, 2009"	"2009/09/04"	86.36	64.89	91.40
	"Census Region 3: South"	"CENS-R3"	"Sep 05, 2009"	"2009/09/05"	88.28	67.46	90.95
	"Census Region 3: South"	"CENS-R3"	"Sep 06, 2009"	"2009/09/06"	86.36	68.45	92.52
	"Census Region 3: South"	"CENS-R3"	"Sep 07, 2009"	"2009/09/07"	86.53	68.10	95.46
	"Census Region 3: South"	"CENS-R3"	"Sep 08, 2009"	"2009/09/08"	85.31	69.58	95.36
	"Census Region 3: South"	"CENS-R3"	"Sep 09, 2009"	"2009/09/09"	85.61	70.26	95.52
	"Census Region 3: South"	"CENS-R3"	"Sep 10, 2009"	"2009/09/10"	86.44	68.21	92.63
	"Census Region 3: South"	"CENS-R3"	"Sep 11, 2009"	"2009/09/11"	83.12	69.42	93.35
	"Census Region 3: South"	"CENS-R3"	"Sep 12, 2009"	"2009/09/12"	80.37	65.95	87.52
	"Census Region 3: South"	"CENS-R3"	"Sep 13, 2009"	"2009/09/13"	83.54	64.09	90.21
	"Census Region 3: South"	"CENS-R3"	"Sep 14, 2009"	"2009/09/14"	85.76	64.79	90.27
	"Census Region 3: South"	"CENS-R3"	"Sep 15, 2009"	"2009/09/15"	85.03	69.38	90.77
	"Census Region 3: South"	"CENS-R3"	"Sep 16, 2009"	"2009/09/16"	84.64	69.58	91.11
	"Census Region 3: South"	"CENS-R3"	"Sep 17, 2009"	"2009/09/17"	82.78	67.99	91.54
	"Census Region 3: South"	"CENS-R3"	"Sep 18, 2009"	"2009/09/18"	83.84	68.66	90.28
	"Census Region 3: South"	"CENS-R3"	"Sep 19, 2009"	"2009/09/19"	82.87	67.86	92.28
	"Census Region 3: South"	"CENS-R3"	"Sep 20, 2009"	"2009/09/20"	84.49	69.20	93.27
	"Census Region 3: South"	"CENS-R3"	"Sep 21, 2009"	"2009/09/21"	85.93	69.73	97.40
	"Census Region 3: South"	"CENS-R3"	"Sep 22, 2009"	"2009/09/22"	87.18	70.62	95.77
	"Census Region 3: South"	"CENS-R3"	"Sep 23, 2009"	"2009/09/23"	83.46	70.39	91.80
	"Census Region 3: South"	"CENS-R3"	"Sep 24, 2009"	"2009/09/24"	83.40	70.24	93.56
	"Census Region 3: South"	"CENS-R3"	"Sep 25, 2009"	"2009/09/25"	82.23	69.24	92.39
	"Census Region 3: South"	"CENS-R3"	"Sep 26, 2009"	"2009/09/26"	82.57	68.05	96.90
	"Census Region 3: South"	"CENS-R3"	"Sep 27, 2009"	"2009/09/27"	84.97	63.57	100.93
	"Census Region 3: South"	"CENS-R3"	"Sep 28, 2009"	"2009/09/28"	81.45	58.71	101.84
	"Census Region 3: South"	"CENS-R3"	"Sep 29, 2009"	"2009/09/29"	73.44	52.19	86.12
	"Census Region 3: South"	"CENS-R3"	"Sep 30, 2009"	"2009/09/30"	76.04	51.84	86.93
	"Census Region 3: South"	"CENS-R3"	"Oct 01, 2009"	"2009/10/01"	79.27	53.60	95.85
	"Census Region 3: South"	"CENS-R3"	"Oct 02, 2009"	"2009/10/02"	77.80	57.19	88.89
	"Census Region 3: South"	"CENS-R3"	"Oct 03, 2009"	"2009/10/03"	76.12	52.95	86.95
	"Census Region 3: South"	"CENS-R3"	"Oct 04, 2009"	"2009/10/04"	71.38	56.58	89.96
	"Census Region 3: South"	"CENS-R3"	"Oct 05, 2009"	"2009/10/05"	73.89	54.36	86.36
	"Census Region 3: South"	"CENS-R3"	"Oct 06, 2009"	"2009/10/06"	79.72	61.39	103.65
	"Census Region 3: South"	"CENS-R3"	"Oct 07, 2009"	"2009/10/07"	75.48	59.74	98.10
	"Census Region 3: South"	"CENS-R3"	"Oct 08, 2009"	"2009/10/08"	80.35	60.13	105.06
	"Census Region 3: South"	"CENS-R3"	"Oct 09, 2009"	"2009/10/09"	82.76	60.88	95.33
	"Census Region 3: South"	"CENS-R3"	"Oct 10, 2009"	"2009/10/10"	68.32	54.31	86.02
	"Census Region 3: South"	"CENS-R3"	"Oct 11, 2009"	"2009/10/11"	66.94	50.99	88.43
	"Census Region 3: South"	"CENS-R3"	"Oct 12, 2009"	"2009/10/12"	70.10	53.93	91.84
	"Census Region 3: South"	"CENS-R3"	"Oct 13, 2009"	"2009/10/13"	72.88	58.82	93.98
	"Census Region 3: South"	"CENS-R3"	"Oct 14, 2009"	"2009/10/14"	66.67	57.26	92.78
	"Census Region 3: South"	"CENS-R3"	"Oct 15, 2009"	"2009/10/15"	69.01	58.19	96.58
	"Census Region 3: South"	"CENS-R3"	"Oct 16, 2009"	"2009/10/16"	60.21	46.95	87.47
	"Census Region 3: South"	"CENS-R3"	"Oct 17, 2009"	"2009/10/17"	54.36	43.70	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 18, 2009"	"2009/10/18"	55.89	40.73	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 19, 2009"	"2009/10/19"	64.21	37.06	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 20, 2009"	"2009/10/20"	71.01	43.30	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 21, 2009"	"2009/10/21"	73.92	50.96	84.24
	"Census Region 3: South"	"CENS-R3"	"Oct 22, 2009"	"2009/10/22"	74.02	57.44	86.24
	"Census Region 3: South"	"CENS-R3"	"Oct 23, 2009"	"2009/10/23"	65.79	53.62	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 24, 2009"	"2009/10/24"	65.03	45.60	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 25, 2009"	"2009/10/25"	68.52	41.99	81.08
	"Census Region 3: South"	"CENS-R3"	"Oct 26, 2009"	"2009/10/26"	68.24	46.90	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 27, 2009"	"2009/10/27"	63.70	50.96	Missing
	"Census Region 3: South"	"CENS-R3"	"Oct 28, 2009"	"2009/10/28"	70.78	50.78	82.06
	"Census Region 3: South"	"CENS-R3"	"Oct 29, 2009"	"2009/10/29"	75.87	57.37	93.89
	"Census Region 3: South"	"CENS-R3"	"Oct 30, 2009"	"2009/10/30"	75.61	54.51	92.65
	"Census Region 3: South"	"CENS-R3"	"Oct 31, 2009"	"2009/10/31"	65.40	46.98	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 01, 2009"	"2009/11/01"	62.19	42.87	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 02, 2009"	"2009/11/02"	65.64	41.47	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 03, 2009"	"2009/11/03"	65.29	43.09	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 04, 2009"	"2009/11/04"	66.54	43.25	80.06
	"Census Region 3: South"	"CENS-R3"	"Nov 05, 2009"	"2009/11/05"	64.30	44.24	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 06, 2009"	"2009/11/06"	66.15	41.65	79.90
	"Census Region 3: South"	"CENS-R3"	"Nov 07, 2009"	"2009/11/07"	71.11	43.96	80.35
	"Census Region 3: South"	"CENS-R3"	"Nov 08, 2009"	"2009/11/08"	73.23	49.52	82.32
	"Census Region 3: South"	"CENS-R3"	"Nov 09, 2009"	"2009/11/09"	74.83	55.41	82.64
	"Census Region 3: South"	"CENS-R3"	"Nov 10, 2009"	"2009/11/10"	71.40	55.34	80.92
	"Census Region 3: South"	"CENS-R3"	"Nov 11, 2009"	"2009/11/11"	65.14	46.43	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 12, 2009"	"2009/11/12"	61.30	40.20	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 13, 2009"	"2009/11/13"	65.87	38.91	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 14, 2009"	"2009/11/14"	71.25	46.83	81.13
	"Census Region 3: South"	"CENS-R3"	"Nov 15, 2009"	"2009/11/15"	72.58	51.80	82.04
	"Census Region 3: South"	"CENS-R3"	"Nov 16, 2009"	"2009/11/16"	69.52	50.04	81.82
	"Census Region 3: South"	"CENS-R3"	"Nov 17, 2009"	"2009/11/17"	59.26	43.44	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 18, 2009"	"2009/11/18"	58.94	44.48	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 19, 2009"	"2009/11/19"	61.78	43.69	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 20, 2009"	"2009/11/20"	62.89	44.81	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 21, 2009"	"2009/11/21"	59.05	46.39	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 22, 2009"	"2009/11/22"	61.19	45.12	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 23, 2009"	"2009/11/23"	61.51	49.20	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 24, 2009"	"2009/11/24"	64.86	49.35	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 25, 2009"	"2009/11/25"	59.72	43.53	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 26, 2009"	"2009/11/26"	53.49	37.26	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 27, 2009"	"2009/11/27"	54.48	33.71	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 28, 2009"	"2009/11/28"	61.31	36.97	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 29, 2009"	"2009/11/29"	65.18	46.93	Missing
	"Census Region 3: South"	"CENS-R3"	"Nov 30, 2009"	"2009/11/30"	57.67	40.08	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 01, 2009"	"2009/12/01"	53.87	36.74	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 02, 2009"	"2009/12/02"	53.03	40.01	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 03, 2009"	"2009/12/03"	51.42	38.26	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 04, 2009"	"2009/12/04"	42.57	33.54	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 05, 2009"	"2009/12/05"	40.47	26.76	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 06, 2009"	"2009/12/06"	45.08	26.75	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 07, 2009"	"2009/12/07"	51.86	38.03	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 08, 2009"	"2009/12/08"	58.85	40.49	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 09, 2009"	"2009/12/09"	58.78	32.74	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 10, 2009"	"2009/12/10"	38.60	26.58	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 11, 2009"	"2009/12/11"	41.69	26.61	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 12, 2009"	"2009/12/12"	49.97	31.88	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 13, 2009"	"2009/12/13"	59.78	43.11	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 14, 2009"	"2009/12/14"	64.75	44.72	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 15, 2009"	"2009/12/15"	56.31	35.52	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 16, 2009"	"2009/12/16"	45.87	30.10	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 17, 2009"	"2009/12/17"	47.04	32.43	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 18, 2009"	"2009/12/18"	51.46	35.85	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 19, 2009"	"2009/12/19"	45.13	33.48	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 20, 2009"	"2009/12/20"	44.16	30.47	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 21, 2009"	"2009/12/21"	50.07	31.83	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 22, 2009"	"2009/12/22"	54.93	35.31	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 23, 2009"	"2009/12/23"	56.50	43.36	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 24, 2009"	"2009/12/24"	56.58	37.22	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 25, 2009"	"2009/12/25"	46.52	31.37	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 26, 2009"	"2009/12/26"	47.89	30.61	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 27, 2009"	"2009/12/27"	46.49	30.90	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 28, 2009"	"2009/12/28"	40.48	28.15	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 29, 2009"	"2009/12/29"	41.85	26.17	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 30, 2009"	"2009/12/30"	46.42	33.63	Missing
	"Census Region 3: South"	"CENS-R3"	"Dec 31, 2009"	"2009/12/31"	51.34	39.24	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 01, 2010"	"2010/01/01"	41.15	27.32	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 02, 2010"	"2010/01/02"	36.29	22.74	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 03, 2010"	"2010/01/03"	32.77	20.21	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 04, 2010"	"2010/01/04"	30.34	21.36	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 05, 2010"	"2010/01/05"	31.14	20.04	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 06, 2010"	"2010/01/06"	38.01	22.88	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 07, 2010"	"2010/01/07"	37.84	21.71	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 08, 2010"	"2010/01/08"	28.50	18.31	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 09, 2010"	"2010/01/09"	29.94	21.41	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 10, 2010"	"2010/01/10"	31.44	19.22	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 11, 2010"	"2010/01/11"	39.03	19.55	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 12, 2010"	"2010/01/12"	39.71	25.22	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 13, 2010"	"2010/01/13"	43.67	23.22	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 14, 2010"	"2010/01/14"	49.29	29.27	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 15, 2010"	"2010/01/15"	53.57	36.46	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 16, 2010"	"2010/01/16"	54.93	41.83	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 17, 2010"	"2010/01/17"	52.66	40.90	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 18, 2010"	"2010/01/18"	56.13	36.62	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 19, 2010"	"2010/01/19"	61.20	41.56	Missing
	"Census Region 3: South"	"CENS-R3"	"Jan 20, 2010"	"2010/01/20"	61.14	47.65	Missing
